CryoSleep,RoomService,FoodCourt,Spa,VRDeck,Transported,CabinNumber,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
0,37.0,1670.0,0.0,0.0,True,315.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,373.0,1.0,496.0,0.0,False,383.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,5.0,2676.0,0.0,157.0,True,76.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,673.0,194.0,59.0,40.0,False,396.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,3.0,6.0,60.0,719.0,False,323.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,856.0,0.0,5.0,False,386.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,False,317.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,False,317.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,5734.0,5.0,1.0,True,25.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0.0,0.0,0.0,False,59.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,59.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,59.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,324.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,False,318.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1250.0,865.0,3725.0,5416.0,False,60.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0.0,0.0,0.0,804.0,False,398.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,1139.0,18.0,0.0,671.0,True,387.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,5183.0,1080.0,2.0,True,83.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.0,162.0,148.0,7619.0,False,83.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.0,809.0,86.0,0.0,False,390.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,True,322.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,44.0,1535.0,51.0,0.0,True,150.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,323.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,323.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,4.0,0.0,287.0,False,323.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,30.0,1.0,0.0,6.0,True,399.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,662.0,0.0,0.0,9.0,False,391.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,6.0,1.0,0.0,False,400.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,402.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,399.0,75.0,771.0,0.0,False,393.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,6.0,133.0,0.0,2.0,False,404.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,85.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,85.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,327.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,785.0,19.0,False,394.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,395.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,1.0,23.0,True,396.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,324.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,False,328.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2.0,0.0,0.0,22.0,True,126.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,162.0,1211.0,0.0,1.0,True,151.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,281.0,741.0,0.0,4724.0,False,68.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.0,0.0,1528.0,1119.0,False,69.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.0,0.0,0.0,0.0,False,330.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,58.0,0.0,642.0,True,330.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,330.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,True,330.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,330.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,False,330.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,False,331.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,16.0,0.0,712.0,149.0,False,407.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,286.0,1739.0,13.0,False,407.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,331.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2.0,0.0,0.0,907.0,True,333.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1430.0,0.0,0.0,423.0,False,327.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,5063.0,56.0,327.0,True,65.0,False,True,False,False,False,False,True,False,False,False,False,True,False
0,583.0,0.0,0.0,0.0,False,398.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,328.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,12.0,0.0,0.0,1963.0,False,410.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,329.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,70.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.0,0.0,668.0,2713.0,False,70.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.0,1.0,326.0,0.0,True,127.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.0,3559.0,3615.0,163.0,False,78.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,167.0,2406.0,283.0,650.0,True,78.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,177.0,0.0,0.0,448.0,False,401.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,1289.0,3343.0,4996.0,729.0,False,69.0,False,True,False,False,False,False,True,False,False,False,False,False,True
0,9.0,4081.0,0.0,16.0,True,69.0,False,True,False,False,False,False,True,False,False,False,False,False,True
0,270.0,0.0,25.0,343.0,False,402.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,430.0,0.0,52.0,61.0,False,334.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,8.0,911.0,0.0,0.0,True,411.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,35.0,769.0,False,335.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,121.0,20.0,68.0,506.0,False,407.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,19.0,10.0,4759.0,6007.0,False,16.0,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,16.0,False,True,False,True,False,False,False,False,False,False,False,True,False
0,0.0,590.0,6202.0,99.0,False,72.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,51.0,4451.0,20.0,397.0,True,26.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.0,1342.0,152.0,556.0,True,26.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0.0,0.0,1.0,True,408.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,717.0,0.0,0.0,False,409.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,51.0,0.0,368.0,509.0,True,331.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,2.0,0.0,549.0,False,412.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,8.0,0.0,0.0,12.0,True,413.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,356.0,0.0,245.0,0.0,False,414.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,29.0,0.0,0.0,1.0,True,70.0,False,False,True,False,False,False,True,False,False,False,False,False,True
0,546.0,0.0,710.0,0.0,False,153.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,6726.0,0.0,1266.0,0.0,False,427.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,1751.0,0.0,0.0,0.0,False,410.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,2300.0,0.0,256.0,0.0,False,70.0,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,415.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,11.0,13.0,1344.0,False,411.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,216.0,10.0,594.0,0.0,False,412.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,1624.0,0.0,0.0,0.0,False,412.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,86.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,10.0,1095.0,0.0,0.0,True,71.0,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0.0,0.0,3.0,5.0,True,413.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,63.0,9314.0,2624.0,4538.0,False,79.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,776.0,0.0,0.0,23.0,False,414.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,False,427.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,335.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1.0,0.0,4926.0,1.0,False,336.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,235.0,2.0,650.0,0.0,False,338.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,False,339.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,600.0,593.0,0.0,1.0,False,417.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,860.0,305.0,1415.0,0.0,False,418.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,87.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,72.0,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,339.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,8718.0,13036.0,267.0,False,427.0,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,340.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,True,73.0,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,341.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,False,342.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,342.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,770.0,0.0,40.0,0.0,False,341.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,1.0,80.0,826.0,False,343.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,717.0,0.0,0.0,0.0,False,415.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,721.0,62.0,0.0,0.0,True,419.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,624.0,0.0,0.0,185.0,False,344.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,736.0,0.0,20.0,0.0,False,420.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,2.0,10.0,176.0,False,421.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,91.0,900.0,False,128.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,1054.0,0.0,85.0,0.0,False,74.0,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,416.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,1146.0,0.0,0.0,3.0,False,422.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,75.0,0.0,1545.0,0.0,False,129.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,426.0,0.0,0.0,0.0,False,129.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,2.0,0.0,868.0,28.0,False,343.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,423.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,True,423.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,True,423.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,344.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,417.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,True,424.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,True,130.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,418.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,1433.0,1234.0,0.0,False,419.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,345.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,False,427.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,951.0,0.0,0.0,False,425.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,1146.0,0.0,0.0,105.0,True,155.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,579.0,226.0,1.0,7.0,False,420.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,89.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,346.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2138.0,0.0,659.0,0.0,False,426.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,False,347.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,78.0,0.0,550.0,0.0,False,348.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,651.0,25.0,849.0,2.0,False,421.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,820.0,45.0,0.0,True,423.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,402.0,0.0,0.0,True,424.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,429.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,425.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,True,425.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,745.0,22.0,False,349.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,63.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,38.0,220.0,0.0,0.0,False,431.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,427.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,212.0,0.0,0.0,13.0,False,427.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,388.0,0.0,409.0,0.0,False,433.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,2.0,0.0,5577.0,68.0,False,351.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,774.0,0.0,0.0,True,347.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,352.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,348.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,435.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,437.0,3585.0,4488.0,281.0,False,80.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,1.0,0.0,318.0,247.0,False,428.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,46.0,1935.0,995.0,1254.0,False,64.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,607.0,0.0,334.0,251.0,False,429.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,938.0,59.0,12.0,0.0,False,429.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,350.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,236.0,1149.0,0.0,False,437.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,421.0,207.0,63.0,False,438.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,628.0,0.0,False,354.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1750.0,0.0,0.0,76.0,False,430.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,431.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,70.0,False,439.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,False,352.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,280.0,646.0,5.0,True,440.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,32.0,4027.0,1440.0,False,65.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,26.0,4587.0,102.0,0.0,True,65.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,65.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0.0,1180.0,2677.0,283.0,False,65.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0.0,654.0,0.0,68.0,True,156.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1443.0,1108.0,0.0,0.0,False,442.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,1968.0,1051.0,0.0,True,75.0,False,True,False,False,False,False,True,False,False,False,False,False,True
0,1671.0,0.0,0.0,0.0,False,443.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,2019.0,0.0,0.0,0.0,False,76.0,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,90.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.0,0.0,602.0,0.0,False,157.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,14.0,0.0,72.0,False,432.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,546.0,0.0,0.0,0.0,False,354.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1356.0,20.0,13.0,0.0,False,433.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,355.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,2347.0,380.0,0.0,True,434.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,5.0,2170.0,0.0,False,445.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,29813.0,1257.0,6.0,True,27.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,2.0,2229.0,6.0,198.0,True,27.0,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,27.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.0,3206.0,698.0,72.0,False,27.0,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,427.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,2.0,True,357.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,355.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,86.0,252.0,570.0,False,358.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,600.0,204.0,0.0,True,435.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,356.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1172.0,0.0,0.0,0.0,False,158.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,48.0,329.0,26.0,154.0,False,437.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,2.0,416.0,510.0,0.0,False,159.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.0,14.0,1.0,3.0,False,438.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,1220.0,140.0,0.0,False,438.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,9.0,18.0,2.0,878.0,False,359.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,448.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,448.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,False,134.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,552.0,8.0,5.0,0.0,False,134.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,21.0,0.0,0.0,0.0,False,66.0,False,False,True,False,False,False,True,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,448.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,2538.0,0.0,0.0,0.0,False,448.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,203.0,539.0,0.0,0.0,False,449.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,162.0,3733.0,99.0,True,83.0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,83.0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,28.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,93.0,0.0,0.0,0.0,True,439.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,485.0,1109.0,0.0,1.0,False,451.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,38.0,483.0,47.0,121.0,True,362.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,320.0,1179.0,4996.0,85.0,False,29.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,2.0,1.0,2.0,1153.0,False,29.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.0,1368.0,0.0,960.0,False,363.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,701.0,32.0,8.0,0.0,False,359.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,10.0,702.0,1.0,False,455.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,75.0,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,75.0,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,360.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,3341.0,80.0,654.0,True,76.0,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,66.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,364.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,True,441.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,485.0,4.0,48.0,0.0,False,365.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,772.0,0.0,False,456.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,868.0,True,442.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,616.0,0.0,210.0,475.0,False,457.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,2318.0,0.0,81.0,0.0,True,161.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,366.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,458.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,171.0,0.0,5.0,0.0,True,459.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,True,367.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,427.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,True,367.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,10.0,778.0,False,162.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,79.0,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,79.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,241.0,0.0,0.0,0.0,False,460.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,26.0,313.0,0.0,0.0,False,362.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,80.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.0,140.0,85.0,3970.0,False,91.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,20.0,1064.0,0.0,11643.0,False,92.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.0,0.0,0.0,0.0,True,136.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.0,544.0,0.0,378.0,False,461.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,262.0,302.0,4225.0,0.0,False,463.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,1.0,219.0,0.0,False,464.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,12.0,746.0,58.0,0.0,False,163.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,20.0,0.0,20.0,0.0,True,465.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,False,365.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,3.0,0.0,8.0,277.0,False,365.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,426.0,37.0,0.0,568.0,False,445.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,1769.0,False,466.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,8.0,360.0,258.0,False,466.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,369.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,270.0,412.0,0.0,5.0,False,467.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,174.0,0.0,0.0,62.0,False,448.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,8195.0,False,81.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.0,22.0,3028.0,3768.0,False,81.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1010.0,0.0,10.0,0.0,True,449.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,1508.0,0.0,1.0,0.0,False,367.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1367.0,0.0,0.0,0.0,False,449.0,True,False,False,False,False,False,False,False,True,False,False,False,True
